"id","sku","title","short description","description","category","link","image_link","price","shipping","stock","Fitment"
"168807","BPRC014","Toyota RAV4 MK5 19-25 - Black Retractable Roller parcel Shelf","Toyota RAV4 | MK5 | XA50 | 2019-2025 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/toyota-rav4-mk5-19-22-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC014-02.jpg","89.99","","in stock","RAV4,Toyota,XA50 (2018-2025)"
"168808","BPRC016","Mercedes GLC X253 15-22 - Black Retractable Roller parcel Shelf","Mercedes GLC | X253 | 2015-2022 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/mercedes-glc-x253-15-22-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC016-3.jpg","84.99","","in stock","C253/X253 (2015-2022),GLC,Mercedes Benz"
"168809","BPRC017","Mercedes ML W164 06-11 - Black Retractable Roller parcel Shelf","Mercedes ML | W164 | 2006-2011 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/mercedes-ml-w166-06-11-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC017-2.jpg","74.99","","out of stock","Mercedes Benz,ML,W164 (2006-2011)"
"168810","BPRC018","Mercedes ML W166 12-15 - Black Retractable Roller parcel Shelf","Mercedes ML | W166 | 2012-2015 models
Mercedes GLE | W166 | 2016-2019 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/mercedes-ml-w166-12-15-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC018-3.jpg","69.99","","in stock","Mercedes Benz,ML,W166 (2012-2015)"
"168811","BPRC018-1","Mercedes GLE W166 16-19 - Black Retractable Roller parcel Shelf","Mercedes GLE | W166 | 2016-2019 models
Mercedes ML | W166 | 2012-2015 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/mercedes-gle-w166-16-19-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC018-3.jpg","69.99","","in stock",""
"168812","BPRC024","Jeep Grand Cherokee MK4 11-20 - Black Retractable Roller parcel Shelf","Jeep Grand Cherokee | MK4 | WK2 | 2011-2020 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/jeep-grand-cherokee-mk4-11-20-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC024-02.jpg","69.99","","out of stock","Grand Cherokee,Jeep,WK2 (2011-2020)"
"168804","BPRC002","Volvo XC90 MK1 2003-2014 - Black Retractable Roller parcel Shelf","Volvo XC90 | MK1 | P2 | 2003-2014 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/volvo-xc90-mk1-2003-2014-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC002-01.jpg","74.99","","out of stock","MK1 (2003-2014),Volvo,XC90"
"168805","BPRC004","Nissan X-Trail MK2 09-13 - Black Retractable Roller parcel Shelf","Nissan X-Trail | MK2 | T31 | 2009-2013 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/nissan-x-trail-mk2-09-13-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC004-01.jpg","54.99","","in stock","Nissan,T31 (2007-2013),X-Trail"
"168806","BPRC010","Hyundai Tucson MK2 10-15 - Black Retractable Roller parcel Shelf","Hyundai Tucson | MK2 | LM | 2010-2015 models","Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/hyundai-tucson-mk2-10-15-black-retractable-roller-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC010-05.jpg","64.99","","out of stock","Hyundai,LM (2010-2015),Tucson"
"168802","BPCC032","Audi Q3 MK2 2019-2025 - Black Fixed Parcel Shelf","Audi Q3 | MK2 | F3 | 2019-2025 models","Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/audi-q3-mk2-2019-2025-black-fixed-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC032-01.jpg","114.99","","in stock","Audi,MK1 (2015-2018),MK2 (2019-2025),Q3"
"168803","BPCC034","Range Rover Evoque 10-16 - Black Fixed Parcel Shelf","Range Rover Evoque | L538 | 2010-2016 models","Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/range-rover-evoque-10-16-black-fixed-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC034-01-1.jpg","69.99","","in stock","L538 (2011-2018),Land Rover,Range Rover Evoque"
"168798","BPCC026","Hyundai Kona MK1 18-23 - Black Fixed Parcel Shelf","Hyundai Kona | MK1 | OS | 2018-2023 models","Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/hyundai-kona-mk1-18-23-black-fixed-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC026-01.jpg","79.99","","in stock","Hyundai,Kona,OS (2018-2022)"
"168799","BPCC028","BMW X1 E84 10-16 - Black Fixed Parcel Shelf","BMW X1 | E84 | 2010-2016 models","Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.","Accessories > Parcel Shelves","https://www.4x4predator.co.uk/parcel-shelves/bmw-x1-e84-10-16-black-fixed-parcel-shelf/","https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC028-01.jpg","89.99","","in stock","BMW,E84 (2009-2015),X1"
