Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Image Src
,Nissan X-Trail MK2 09-13 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Nissan,T31 (2007-2013),X-Trail",,,,BPRC004,in stock,54.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC004-01.jpg
,Hyundai Tucson MK2 10-15 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Hyundai,LM (2010-2015),Tucson",,,,BPRC010,out of stock,64.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC010-05.jpg
,Audi Q3 MK2 2019-2025 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Audi,MK1 (2015-2018),MK2 (2019-2025),Q3",,,,BPCC032,in stock,114.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC032-01.jpg
,Range Rover Evoque 10-16 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"L538 (2011-2018),Land Rover,Range Rover Evoque",,,,BPCC034,in stock,69.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC034-01-1.jpg
,Hyundai Kona MK1 18-23 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Hyundai,Kona,OS (2018-2022)",,,,BPCC026,in stock,79.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC026-01.jpg
,BMW X1 E84 10-16 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"BMW,E84 (2009-2015),X1",,,,BPCC028,in stock,89.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC028-01.jpg
,BMW X1 F48 2017+ - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,,,,,BPCC029,in stock,99.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC029-01.jpg
,Jeep Renegade MK1 16-22 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,,,,,BPCC030,out of stock,109.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC030-01.jpg
,Land Rover Discovery 3/4 04-16 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Discovery,Discovery 3 L319 (2004-2009),Discovery 4 L319 (2010-2016),Land Rover",,,,BPRC034,in stock,59.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC034-03.jpg
,Nissan Qashqai MK2 13-21 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"J11 (2014-2020),Nissan,Qashqai",,,,BPCC014,in stock,64.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC014-01.jpg
,Mercedes GLA X156 13-19 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"GLA,Mercedes Benz",,,,BPCC027,in stock,79.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC027-01.jpg
,Ford Kuga MK2 13-18 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,,,,,BPRC046,in stock,74.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC059-01.jpg
,Volkswagen Tiguan MK1 Facelift 10-17 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,,,,,BPCC006,out of stock,59.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC006-02.jpg
,Honda CR-V MK3 07-11 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"CR-V,Honda,MK3 (2007-2011)",,,,BPRC006,out of stock,64.99,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC006-3.jpg
