Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Image Src
toyota-rav4-mk5-19-25-black-retractable-roller-parcel-shelf,Toyota RAV4 MK5 19-25 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Toyota RAV4 MK5 19-25 - Black Retractable Roller parcel Shelf,BPRC014,0,shopify,0,deny,manual,89.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC014-02.jpg
mercedes-glc-x253-15-22-black-retractable-roller-parcel-shelf,Mercedes GLC X253 15-22 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Mercedes GLC X253 15-22 - Black Retractable Roller parcel Shelf,BPRC016,0,shopify,0,deny,manual,84.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC016-3.jpg
mercedes-ml-w164-06-11-black-retractable-roller-parcel-shelf,Mercedes ML W164 06-11 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Mercedes ML W164 06-11 - Black Retractable Roller parcel Shelf,BPRC017,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC017-2.jpg
mercedes-ml-w166-12-15-black-retractable-roller-parcel-shelf,Mercedes ML W166 12-15 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Mercedes ML W166 12-15 - Black Retractable Roller parcel Shelf,BPRC018,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC018-3.jpg
mercedes-gle-w166-16-19-black-retractable-roller-parcel-shelf,Mercedes GLE W166 16-19 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Mercedes GLE W166 16-19 - Black Retractable Roller parcel Shelf,BPRC018-1,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC018-3.jpg
jeep-grand-cherokee-mk4-11-20-black-retractable-roller-parcel-shelf,Jeep Grand Cherokee MK4 11-20 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Jeep Grand Cherokee MK4 11-20 - Black Retractable Roller parcel Shelf,BPRC024,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC024-02.jpg
volvo-xc90-mk1-2003-2014-black-retractable-roller-parcel-shelf,Volvo XC90 MK1 2003-2014 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Volvo XC90 MK1 2003-2014 - Black Retractable Roller parcel Shelf,BPRC002,0,shopify,0,deny,manual,74.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC002-01.jpg
nissan-x-trail-mk2-09-13-black-retractable-roller-parcel-shelf,Nissan X-Trail MK2 09-13 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Nissan X-Trail MK2 09-13 - Black Retractable Roller parcel Shelf,BPRC004,0,shopify,0,deny,manual,54.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC004-01.jpg
hyundai-tucson-mk2-10-15-black-retractable-roller-parcel-shelf,Hyundai Tucson MK2 10-15 - Black Retractable Roller parcel Shelf,"Predator4x4 retractable parcel shelves are designed for a clean look, added security, and practical storage. Built tough to match your vehicle’s style, it offers privacy and protection for your cargo, whether you're on the road or off the beaten track.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear and tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Hyundai Tucson MK2 10-15 - Black Retractable Roller parcel Shelf,BPRC010,0,shopify,0,deny,manual,64.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPRC010-05.jpg
audi-q3-mk2-2019-2025-black-fixed-parcel-shelf,Audi Q3 MK2 2019-2025 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Audi Q3 MK2 2019-2025 - Black Fixed Parcel Shelf,BPCC032,0,shopify,0,deny,manual,114.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC032-01.jpg
range-rover-evoque-10-16-black-fixed-parcel-shelf,Range Rover Evoque 10-16 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Range Rover Evoque 10-16 - Black Fixed Parcel Shelf,BPCC034,0,shopify,0,deny,manual,69.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC034-01-1.jpg
hyundai-kona-mk1-18-23-black-fixed-parcel-shelf,Hyundai Kona MK1 18-23 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,Hyundai Kona MK1 18-23 - Black Fixed Parcel Shelf,BPCC026,0,shopify,0,deny,manual,79.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC026-01.jpg
bmw-x1-e84-10-16-black-fixed-parcel-shelf,BMW X1 E84 10-16 - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,BMW X1 E84 10-16 - Black Fixed Parcel Shelf,BPCC028,0,shopify,0,deny,manual,89.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC028-01.jpg
bmw-x1-f48-2017-black-fixed-parcel-shelf,BMW X1 F48 2017+ - Black Fixed Parcel Shelf,"Predator4x4 fixed parcel shelves are designed for a cleaner interior, improved security, and smarter storage. Engineered to match your vehicle’s rugged build, they keep your cargo protected and out of sight whether you're driving in the city or exploring off-road.

 	Direct OEM replacement for easy installation
 	Retractable design easily conceals valuables from view
 	Easily pulls out when needed and retracts when not used
 	Made from high quality materials to withstand the wear & tear of daily use
 	Simple to install and remove, making it versatile for different needs and easy to clean.",,Accessories > Parcel Shelves,"Accessories, Parcel Shelves",TRUE,Title,BMW X1 F48 2017+ - Black Fixed Parcel Shelf,BPCC029,0,shopify,0,deny,manual,99.99,,https://www.4x4predator.co.uk/wp-content/uploads/2025/12/BPCC029-01.jpg
